# This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Tue Dec 16 12:44:13 2025
# Search parameters: Dec min = -50.; TFOPWG Disposition = CP/KP/PC; Stellar companion separation max = 1.5


TIC ID,TOI,RA,Dec,TFOPWG Disposition,Teff (TOI),log(g) (TOI),Stellar Radius (TOI),TESS mag,J mag,H mag,K mag,Stellar Companion Separation
233617847,1440.01,18:55:10.69,64:31:52.93,PC,5780,4.438,1.34,9.80972,8.938,8.678,8.63,1.459
233617847,1440.02,18:55:10.69,64:31:52.93,PC,5780,4.438,1.34,9.80972,8.938,8.678,8.63,1.459
237232044,1443.01,19:49:35.68,76:08:21.04,CP,5236,4.63898,0.75,9.9377,9.178001,8.775,8.674,0.564
237232044,1443.01,19:49:35.68,76:08:21.04,CP,5236,4.63898,0.75,9.9377,9.178001,8.775,8.674,0.518
294179385,1454.01,20:03:22.15,53:17:39.05,PC,6075,4.38,1.1439399719238,11.1612,10.63,10.32,10.291,0.087
252616865,1482.01,23:03:58.77,52:33:45.7,PC,6720,4.09,1.79,10.0687,9.572,9.405,9.349,0.543
252616865,1482.01,23:03:58.77,52:33:45.7,PC,6720,4.09,1.79,10.0687,9.572,9.405,9.349,0.554
252616865,1482.01,23:03:58.77,52:33:45.7,PC,6720,4.09,1.79,10.0687,9.572,9.405,9.349,0.541
252616865,1482.01,23:03:58.77,52:33:45.7,PC,6720,4.09,1.79,10.0687,9.572,9.405,9.349,0.531
53875855,1491.01,00:58:36.71,34:08:52.95,PC,5899,4.29,1.23,10.3996,9.743,9.484,9.354,0.75
53875855,1491.01,00:58:36.71,34:08:52.95,PC,5899,4.29,1.23,10.3996,9.743,9.484,9.354,0.75
455791689,1544.01,23:05:23.37,46:54:11.22,PC,4630.4,,,10.4143,9.349,8.851,8.688,0.619
455791689,1544.01,23:05:23.37,46:54:11.22,PC,4630.4,,,10.4143,9.349,8.851,8.688,0.615
455791689,1544.01,23:05:23.37,46:54:11.22,PC,4630.4,,,10.4143,9.349,8.851,8.688,0.61
455791689,1544.01,23:05:23.37,46:54:11.22,PC,4630.4,,,10.4143,9.349,8.851,8.688,0.62
241040309,1559.01,01:22:52.18,48:57:19.31,PC,8455.3,3.95,2.54,10.3978,10.104,10.056,10.03,0.042
241040309,1559.01,01:22:52.18,48:57:19.31,PC,8455.3,3.95,2.54,10.3978,10.104,10.056,10.03,0.039
241040309,1559.01,01:22:52.18,48:57:19.31,PC,8455.3,3.95,2.54,10.3978,10.104,10.056,10.03,0.043
241040309,1559.01,01:22:52.18,48:57:19.31,PC,8455.3,3.95,2.54,10.3978,10.104,10.056,10.03,0.04
241076290,1560.01,01:56:07.89,52:35:07.74,PC,9035,4.16,2.0868699550629,10.1942,9.911,9.899,9.85,1.359
241076290,1560.01,01:56:07.89,52:35:07.74,PC,9035,4.16,2.0868699550629,10.1942,9.911,9.899,9.85,1.244
241076290,1560.01,01:56:07.89,52:35:07.74,PC,9035,4.16,2.0868699550629,10.1942,9.911,9.899,9.85,1.496
251384275,1565.01,02:58:52.86,58:44:06.88,PC,8494,,2.18,9.2085,8.727,8.634,8.552,0.234
251384275,1565.01,02:58:52.86,58:44:06.88,PC,8494,,2.18,9.2085,8.727,8.634,8.552,0.232
251384275,1565.01,02:58:52.86,58:44:06.88,PC,8494,,2.18,9.2085,8.727,8.634,8.552,0.23
251384275,1565.01,02:58:52.86,58:44:06.88,PC,8494,,2.18,9.2085,8.727,8.634,8.552,0.233
67418624,1598.01,01:54:38.48,37:00:18.15,PC,6011,4.04,1.73,8.6344,8.1,7.827,7.742,1.08
67418624,1598.01,01:54:38.48,37:00:18.15,PC,6011,4.04,1.73,8.6344,8.1,7.827,7.742,1.083
67418624,1598.01,01:54:38.48,37:00:18.15,PC,6011,4.04,1.73,8.6344,8.1,7.827,7.742,1.082
67418624,1598.01,01:54:38.48,37:00:18.15,PC,6011,4.04,1.73,8.6344,8.1,7.827,7.742,1.071
422923265,1641.01,02:40:58.94,42:52:16.49,PC,9898,3.77846,3.4,9.616,9.57,9.524,9.571,0.194
422923265,1641.01,02:40:58.94,42:52:16.49,PC,9898,3.77846,3.4,9.616,9.57,9.524,9.571,0.194
422923265,1641.01,02:40:58.94,42:52:16.49,PC,9898,3.77846,3.4,9.616,9.57,9.524,9.571,0.194
422923265,1641.01,02:40:58.94,42:52:16.49,PC,9898,3.77846,3.4,9.616,9.57,9.524,9.571,0.193
422923265,1641.01,02:40:58.94,42:52:16.49,PC,9898,3.77846,3.4,9.616,9.57,9.524,9.571,0.188
422923265,1641.01,02:40:58.94,42:52:16.49,PC,9898,3.77846,3.4,9.616,9.57,9.524,9.571,0.191
156724719,1653.01,04:48:07.64,39:58:00.97,PC,7106.5,,2.5,9.353,8.958,8.901,8.826,0.172
156724719,1653.01,04:48:07.64,39:58:00.97,PC,7106.5,,2.5,9.353,8.958,8.901,8.826,0.169
156724719,1653.01,04:48:07.64,39:58:00.97,PC,7106.5,,2.5,9.353,8.958,8.901,8.826,0.169
156724719,1653.01,04:48:07.64,39:58:00.97,PC,7106.5,,2.5,9.353,8.958,8.901,8.826,0.158
156724719,1653.01,04:48:07.64,39:58:00.97,PC,7106.5,,2.5,9.353,8.958,8.901,8.826,0.172
258829450,1654.01,19:10:39.97,66:46:05.1,PC,5286.9,,,10.1556,9.336,9.099,9.043,1.055
258829450,1654.01,19:10:39.97,66:46:05.1,PC,5286.9,,,10.1556,9.336,9.099,9.043,1.06
258829450,1654.01,19:10:39.97,66:46:05.1,PC,5286.9,,,10.1556,9.336,9.099,9.043,1.055
258829450,1654.01,19:10:39.97,66:46:05.1,PC,5286.9,,,10.1556,9.336,9.099,9.043,1.042
258829450,1654.01,19:10:39.97,66:46:05.1,PC,5286.9,,,10.1556,9.336,9.099,9.043,1.047
288631580,1659.01,18:31:42.05,82:18:21.42,CP,5977,4.47,1.0056799650192,9.56906,9.034,8.757,8.702,0.03
288631580,1659.02,18:31:42.05,82:18:21.42,PC,5977,4.47,1.01,9.56906,9.034,8.757,8.702,0.03
87090944,1677.01,03:53:56.78,58:58:05.88,PC,5919.7,4.12,1.4930499792099,10.1089,9.421,9.121,9.042,0.179
87090944,1677.01,03:53:56.78,58:58:05.88,PC,5919.7,4.12,1.4930499792099,10.1089,9.421,9.121,9.042,0.173
15863518,1713.01,06:42:04.94,39:50:34.45,PC,5097.6,4.42,0.94599997997284,10.618,9.775,9.324,9.207,0.595
15863518,1713.01,06:42:04.94,39:50:34.45,PC,5097.6,4.42,0.94599997997284,10.618,9.775,9.324,9.207,0.586
15863518,1713.01,06:42:04.94,39:50:34.45,PC,5097.6,4.42,0.94599997997284,10.618,9.775,9.324,9.207,0.593
15863518,1713.01,06:42:04.94,39:50:34.45,PC,5097.6,4.42,0.94599997997284,10.618,9.775,9.324,9.207,0.587
15863518,1713.01,06:42:04.94,39:50:34.45,PC,5097.6,4.42,0.94599997997284,10.618,9.775,9.324,9.207,0.589
15863518,1713.01,06:42:04.94,39:50:34.45,PC,5097.6,4.42,0.94599997997284,10.618,9.775,9.324,9.207,0.601
293617835,1719.01,09:01:11.39,55:51:35.78,PC,6096.4,3.26,4.17,7.7649,7.229,6.961,6.913,0.127
293617835,1719.01,09:01:11.39,55:51:35.78,PC,6096.4,3.26,4.17,7.7649,7.229,6.961,6.913,0.127
293617835,1719.01,09:01:11.39,55:51:35.78,PC,6096.4,3.26,4.17,7.7649,7.229,6.961,6.913,0.127
293617835,1719.01,09:01:11.39,55:51:35.78,PC,6096.4,3.26,4.17,7.7649,7.229,6.961,6.913,0.127
293617835,1719.01,09:01:11.39,55:51:35.78,PC,6096.4,3.26,4.17,7.7649,7.229,6.961,6.913,0.153
293617835,1719.01,09:01:11.39,55:51:35.78,PC,6096.4,3.26,4.17,7.7649,7.229,6.961,6.913,0.08
293617835,1719.01,09:01:11.39,55:51:35.78,PC,6096.4,3.26,4.17,7.7649,7.229,6.961,6.913,0.12
293617835,1719.01,09:01:11.39,55:51:35.78,PC,6096.4,3.26,4.17,7.7649,7.229,6.961,6.913,0.117
293617835,1719.01,09:01:11.39,55:51:35.78,PC,6096.4,3.26,4.17,7.7649,7.229,6.961,6.913,0.116
293617835,1719.01,09:01:11.39,55:51:35.78,PC,6096.4,3.26,4.17,7.7649,7.229,6.961,6.913,0.116
293617835,1719.01,09:01:11.39,55:51:35.78,PC,6096.4,3.26,4.17,7.7649,7.229,6.961,6.913,0.116
408618999,1736.01,02:53:44.27,69:06:04.84,CP,5656,4.1408,1.41,8.3302,7.688,7.416,7.283,0.093
174041208,1740.01,23:24:04.32,43:22:36.01,PC,5366,4.56253,0.835173,10.4274,9.651,9.215,9.11,0.216
174041208,1740.01,23:24:04.32,43:22:36.01,PC,5366,4.56253,0.835173,10.4274,9.651,9.215,9.11,0.236
174041208,1740.01,23:24:04.32,43:22:36.01,PC,5366,4.56253,0.835173,10.4274,9.651,9.215,9.11,0.225
174041208,1740.01,23:24:04.32,43:22:36.01,PC,5366,4.56253,0.835173,10.4274,9.651,9.215,9.11,0.233
232635922,1745.01,18:44:32.71,54:56:59.64,PC,3759,4.80439,0.42446801066399,12.7963,11.518,10.922,10.756,0.98
232635922,1745.01,18:44:32.71,54:56:59.64,PC,3759,4.80439,0.42446801066399,12.7963,11.518,10.922,10.756,0.98
232635922,1745.01,18:44:32.71,54:56:59.64,PC,3759,4.80439,0.42446801066399,12.7963,11.518,10.922,10.756,0.909
232635922,1745.01,18:44:32.71,54:56:59.64,PC,3759,4.80439,0.42446801066399,12.7963,11.518,10.922,10.756,0.963
232635922,1745.01,18:44:32.71,54:56:59.64,PC,3759,4.80439,0.42446801066399,12.7963,11.518,10.922,10.756,1.003
232635922,1745.01,18:44:32.71,54:56:59.64,PC,3759,4.80439,0.42446801066399,12.7963,11.518,10.922,10.756,1.003
232650365,1746.01,18:47:04.25,54:54:38.46,PC,3340,4.81708,0.41046500205994,11.9589,10.277,9.719,9.501,0.93
232650365,1746.01,18:47:04.25,54:54:38.46,PC,3340,4.81708,0.41046500205994,11.9589,10.277,9.719,9.501,0.937
232650365,1746.01,18:47:04.25,54:54:38.46,PC,3340,4.81708,0.41046500205994,11.9589,10.277,9.719,9.501,0.875
232650365,1746.01,18:47:04.25,54:54:38.46,PC,3340,4.81708,0.41046500205994,11.9589,10.277,9.719,9.501,0.933
232650365,1746.01,18:47:04.25,54:54:38.46,PC,3340,4.81708,0.41046500205994,11.9589,10.277,9.719,9.501,0.943
232650365,1746.02,18:47:04.25,54:54:38.46,PC,3340,4.81708,0.41046500205994,11.9589,10.277,9.719,9.501,0.93
232650365,1746.02,18:47:04.25,54:54:38.46,PC,3340,4.81708,0.41046500205994,11.9589,10.277,9.719,9.501,0.937
232650365,1746.02,18:47:04.25,54:54:38.46,PC,3340,4.81708,0.41046500205994,11.9589,10.277,9.719,9.501,0.875
232650365,1746.02,18:47:04.25,54:54:38.46,PC,3340,4.81708,0.41046500205994,11.9589,10.277,9.719,9.501,0.933
232650365,1746.02,18:47:04.25,54:54:38.46,PC,3340,4.81708,0.41046500205994,11.9589,10.277,9.719,9.501,0.943
229938290,1783.01,19:10:43.44,64:09:13.18,PC,5406,4.42475,0.984511,9.2742,8.452,8.086,7.99,1.383
229938290,1783.01,19:10:43.44,64:09:13.18,PC,5406,4.42475,0.984511,9.2742,8.452,8.086,7.99,1.389
229938290,1783.01,19:10:43.44,64:09:13.18,PC,5406,4.42475,0.984511,9.2742,8.452,8.086,7.99,1.389
229938290,1783.01,19:10:43.44,64:09:13.18,PC,5406,4.42475,0.984511,9.2742,8.452,8.086,7.99,1.392
29191596,1792.01,10:06:52.81,45:52:59.98,PC,5502.5,4.43,0.99,8.676,7.963,7.644,7.521,1.282
29191596,1792.01,10:06:52.81,45:52:59.98,PC,5502.5,4.43,0.99,8.676,7.963,7.644,7.521,1.462
29191596,1792.01,10:06:52.81,45:52:59.98,PC,5502.5,4.43,0.99,8.676,7.963,7.644,7.521,1.468
29191596,1792.01,10:06:52.81,45:52:59.98,PC,5502.5,4.43,0.99,8.676,7.963,7.644,7.521,1.456
286916251,1794.01,13:33:35.4,49:03:39.03,CP,5707,4.21803,1.2992099523544,9.69924,9.094,8.765,8.692,0.735
286916251,1794.01,13:33:35.4,49:03:39.03,CP,5707,4.21803,1.2992099523544,9.69924,9.094,8.765,8.692,0.744
286916251,1794.01,13:33:35.4,49:03:39.03,CP,5707,4.21803,1.2992099523544,9.69924,9.094,8.765,8.692,0.74
286916251,1794.01,13:33:35.4,49:03:39.03,CP,5707,4.21803,1.2992099523544,9.69924,9.094,8.765,8.692,0.74
286916251,1794.01,13:33:35.4,49:03:39.03,CP,5707,4.21803,1.2992099523544,9.69924,9.094,8.765,8.692,0.645
393831507,1820.01,12:30:44.81,27:27:07.21,CP,5778.2,4.16,1.4,10.5268,9.915,9.587,9.508,0.471
393831507,1820.01,12:30:44.81,27:27:07.21,CP,5778.2,4.16,1.4,10.5268,9.915,9.587,9.508,0.464
393831507,1820.01,12:30:44.81,27:27:07.21,CP,5778.2,4.16,1.4,10.5268,9.915,9.587,9.508,0.492
393831507,1820.01,12:30:44.81,27:27:07.21,CP,5778.2,4.16,1.4,10.5268,9.915,9.587,9.508,0.4659
207468071,1836.01,16:23:37.9,54:41:24.28,CP,6351,4.12,1.6198799610138,9.29416,8.799,8.586,8.531,0.821
207468071,1836.01,16:23:37.9,54:41:24.28,CP,6351,4.12,1.6198799610138,9.29416,8.799,8.586,8.531,0.819
229490898,1872.01,19:45:01.75,64:47:30.85,PC,6305.2,,1.57,11.9414,11.435,11.245,11.198,0.181
219762508,1878.01,17:30:25.27,63:07:22.85,PC,5976,4.43,1.0644600391388,12.9737,12.365,12.032,11.976,0.311
207077681,1928.01,21:23:03.09,-40:02:54.38,KP,4879,4.5,1.21163,12.3119,11.487,11.008,10.897,0.119
207077681,1928.01,21:23:03.09,-40:02:54.38,KP,4879,4.5,1.21163,12.3119,11.487,11.008,10.897,0.117
207077681,1928.01,21:23:03.09,-40:02:54.38,KP,4879,4.5,1.21163,12.3119,11.487,11.008,10.897,0.1004
47617161,1973.01,14:41:42.43,-33:49:34.08,PC,5149,4.35,,10.7565,10.072,9.733,9.66,0.4056
26547036,2010.01,19:28:40.07,53:29:14.53,CP,5842,4.39929,1.0735199451446,9.26693,8.656,8.344,8.281,1.499
53709089,2035.01,01:10:56.81,61:05:31.59,PC,9387,,2.35,9.1196,8.775,8.735,8.701,0.415
53709089,2035.01,01:10:56.81,61:05:31.59,PC,9387,,2.35,9.1196,8.775,8.735,8.701,0.402
53709089,2035.01,01:10:56.81,61:05:31.59,PC,9387,,2.35,9.1196,8.775,8.735,8.701,0.415
53709089,2035.01,01:10:56.81,61:05:31.59,PC,9387,,2.35,9.1196,8.775,8.735,8.701,0.415
53709089,2035.01,01:10:56.81,61:05:31.59,PC,9387,,2.35,9.1196,8.775,8.735,8.701,0.41
53709089,2035.01,01:10:56.81,61:05:31.59,PC,9387,,2.35,9.1196,8.775,8.735,8.701,0.41
53709089,2035.01,01:10:56.81,61:05:31.59,PC,9387,,2.35,9.1196,8.775,8.735,8.701,0.419
229888286,2057.01,15:04:27.96,28:12:56.57,PC,6081.3,,1.8373199701309,10.7165,10.104,9.884,9.827,0.61
229888286,2057.01,15:04:27.96,28:12:56.57,PC,6081.3,,1.8373199701309,10.7165,10.104,9.884,9.827,0.6068
229888286,2057.01,15:04:27.96,28:12:56.57,PC,6081.3,,1.8373199701309,10.7165,10.104,9.884,9.827,0.604
229888286,2057.01,15:04:27.96,28:12:56.57,PC,6081.3,,1.8373199701309,10.7165,10.104,9.884,9.827,0.612
229888286,2057.01,15:04:27.96,28:12:56.57,PC,6081.3,,1.8373199701309,10.7165,10.104,9.884,9.827,0.602
229888286,2057.01,15:04:27.96,28:12:56.57,PC,6081.3,,1.8373199701309,10.7165,10.104,9.884,9.827,0.602
229888286,2057.01,15:04:27.96,28:12:56.57,PC,6081.3,,1.8373199701309,10.7165,10.104,9.884,9.827,0.501
229888286,2057.01,15:04:27.96,28:12:56.57,PC,6081.3,,1.8373199701309,10.7165,10.104,9.884,9.827,0.598
229888286,2057.01,15:04:27.96,28:12:56.57,PC,6081.3,,1.8373199701309,10.7165,10.104,9.884,9.827,0.605
399860444,2140.01,19:07:14.05,49:18:59.12,KP,5854,4.45,1.0161299705505,10.854,10.232,9.92,9.846,1.112
399860444,2140.01,19:07:14.05,49:18:59.12,KP,5854,4.45,1.0161299705505,10.854,10.232,9.92,9.846,1.112
399860444,2140.01,19:07:14.05,49:18:59.12,KP,5854,4.45,1.0161299705505,10.854,10.232,9.92,9.846,1.112
399860444,2140.01,19:07:14.05,49:18:59.12,KP,5854,4.45,1.0161299705505,10.854,10.232,9.92,9.846,1.112
399860444,2140.01,19:07:14.05,49:18:59.12,KP,5854,4.45,1.0161299705505,10.854,10.232,9.92,9.846,1.112
399860444,2140.01,19:07:14.05,49:18:59.12,KP,5854,4.45,1.0161299705505,10.854,10.232,9.92,9.846,1.112
1716467085,2149.01,19:02:23.16,42:30:26.69,PC,6020,4.18,1.34,10.1099,,,,1.218
1716467085,2149.01,19:02:23.16,42:30:26.69,PC,6020,4.18,1.34,10.1099,,,,1.106
395393265,2152.01,01:45:21.35,77:47:24.44,CP,6688,4.11,1.7323499917984,10.7053,9.973,9.669,9.597,0.762
268823307,2182.01,19:57:37.69,44:02:06.14,KP,6295,4.03,1.7818499803543,12.7655,12.115,11.863,11.769,0.912
96973930,2241.01,19:41:01.56,-27:51:33.39,PC,4779.7,,5.76,10.1738,9.163,8.608,8.468,0.2915
96973930,2241.01,19:41:01.56,-27:51:33.39,PC,4779.7,,5.76,10.1738,9.163,8.608,8.468,0.298
96973930,2241.01,19:41:01.56,-27:51:33.39,PC,4779.7,,5.76,10.1738,9.163,8.608,8.468,0.299
1989628303,2244.01,20:34:15.24,-48:16:29.43,PC,5286.9,,1.95,9.1984,,,,1.484
265146266,2255.01,21:07:34.25,74:22:59.71,PC,6049,4.438,1.25,12.0836,11.205,10.83,10.728,0.204
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.281
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.384
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.368
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.285
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.369
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.281
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.373
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.289
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.282
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.284
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.381
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.384
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.375
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.281
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.283
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.376
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.289
262880065,2256.01,15:01:15.76,40:56:48.58,PC,5270.9,4.438,0.81354397535324,10.446,9.64,9.223,9.125,0.225
229787062,2261.01,18:56:05.44,70:15:14.83,PC,5392,,0.98640197515488,12.4841,11.699,11.311,11.248,0.777
310231275,2265.01,15:59:09.06,32:23:45.5,PC,5951.67,4.438,1.52424,9.1021,8.422,8.065,8.015,0.6
310231275,2265.01,15:59:09.06,32:23:45.5,PC,5951.67,4.438,1.52424,9.1021,8.422,8.065,8.015,0.589
310231275,2265.01,15:59:09.06,32:23:45.5,PC,5951.67,4.438,1.52424,9.1021,8.422,8.065,8.015,0.578
310231275,2265.01,15:59:09.06,32:23:45.5,PC,5951.67,4.438,1.52424,9.1021,8.422,8.065,8.015,0.576
310231275,2265.01,15:59:09.06,32:23:45.5,PC,5951.67,4.438,1.52424,9.1021,8.422,8.065,8.015,0.583
310231275,2265.01,15:59:09.06,32:23:45.5,PC,5951.67,4.438,1.52424,9.1021,8.422,8.065,8.015,0.584
310231275,2265.01,15:59:09.06,32:23:45.5,PC,5951.67,4.438,1.52424,9.1021,8.422,8.065,8.015,0.581
310231275,2265.01,15:59:09.06,32:23:45.5,PC,5951.67,4.438,1.52424,9.1021,8.422,8.065,8.015,0.585
459837008,2267.01,04:20:14.76,84:54:02.97,CP,3022,4.99625,0.24274499714375,12.2591,10.353,9.765,9.459,0.408
459837008,2267.01,04:20:14.76,84:54:02.97,CP,3022,4.99625,0.24274499714375,12.2591,10.353,9.765,9.459,0.384
459837008,2267.02,04:20:14.76,84:54:02.97,PC,3022,4.99625,0.24274499714375,12.2591,10.353,9.765,9.459,0.408
459837008,2267.02,04:20:14.76,84:54:02.97,PC,3022,4.99625,0.24274499714375,12.2591,10.353,9.765,9.459,0.384
459837008,2267.03,04:20:14.76,84:54:02.97,CP,3022,4.99625,0.24274499714375,12.2591,10.353,9.765,9.459,0.408
459837008,2267.03,04:20:14.76,84:54:02.97,CP,3022,4.99625,0.24274499714375,12.2591,10.353,9.765,9.459,0.384
198456933,2276.01,17:27:20.82,58:12:51.67,PC,5482.02,4.5343,0.87704199552536,8.9072,8.239,7.911,7.828,0.69
236934268,2292.01,20:17:03.99,65:09:13.84,PC,5781,4.45679,1,10.8746,10.221,9.889,9.836,0.239
236934268,2292.01,20:17:03.99,65:09:13.84,PC,5781,4.45679,1,10.8746,10.221,9.889,9.836,0.231
229608594,2298.01,18:18:02.89,74:27:59.53,PC,4239,4.61861,0.65993702411652,11.1919,10.121,9.477,9.342,0.076
147425389,2312.01,21:50:28.24,-46:17:42.93,PC,5590.5,4.4,,12.526,11.912,11.607,11.549,0.128
175456679,2326.01,23:21:57.92,-40:10:27.67,PC,,,,9.456,8.987001,8.777,8.747,0.3829
286000547,2332.01,09:18:57.97,-15:18:29.09,PC,5596.2,4.43,1,12.2015,11.505,11.195,11.123,0.912
89544985,2389.01,23:51:50.95,-19:10:42.53,PC,5335,4.5,0.91048401594162,13.3922,12.626,12.237,12.17,0.473
293435336,2403.01,01:46:31.9,02:42:01.4,KP,6278.2,3.97,1.8912099599838,9.02706,8.541,8.331,8.243,0.427
293435336,2403.01,01:46:31.9,02:42:01.4,KP,6278.2,3.97,1.8912099599838,9.02706,8.541,8.331,8.243,0.428
23170835,2430.01,03:06:14.11,-09:48:36.18,PC,6409,4.14,1.59,10.3682,9.684,9.42,9.329001,0.949
274194927,2439.01,03:36:06.81,01:56:01.73,PC,5283,4.438,0.946146,11.2212,10.515,10.178,10.084,0.1227
274194927,2439.01,03:36:06.81,01:56:01.73,PC,5283,4.438,0.946146,11.2212,10.515,10.178,10.084,0.128
274194927,2439.01,03:36:06.81,01:56:01.73,PC,5283,4.438,0.946146,11.2212,10.515,10.178,10.084,0.127
434260570,2455.01,04:16:58.52,14:46:17.62,PC,3553,4.74625,0.48991599678993,12.986,11.505,10.856,10.654,0.525
434260570,2455.01,04:16:58.52,14:46:17.62,PC,3553,4.74625,0.48991599678993,12.986,11.505,10.856,10.654,0.497
434260570,2455.01,04:16:58.52,14:46:17.62,PC,3553,4.74625,0.48991599678993,12.986,11.505,10.856,10.654,0.506
434260570,2455.01,04:16:58.52,14:46:17.62,PC,3553,4.74625,0.48991599678993,12.986,11.505,10.856,10.654,0.505
434260570,2455.01,04:16:58.52,14:46:17.62,PC,3553,4.74625,0.48991599678993,12.986,11.505,10.856,10.654,0.5146
434260570,2455.01,04:16:58.52,14:46:17.62,PC,3553,4.74625,0.48991599678993,12.986,11.505,10.856,10.654,0.504
117938087,2482.01,04:46:04.38,-15:20:36.35,PC,4779.1,,0.61,9.6254,8.661,8.156,7.954,0.4176
147430118,2508.01,06:59:16.31,-14:26:40.24,PC,6796,,1.61,10.3559,9.83,9.611,9.511,0.3141
147430118,2508.01,06:59:16.31,-14:26:40.24,PC,6796,,1.61,10.3559,9.83,9.611,9.511,0.299
147430118,2508.01,06:59:16.31,-14:26:40.24,PC,6796,,1.61,10.3559,9.83,9.611,9.511,0.239
20299658,2536.01,06:03:51.34,-39:32:47.21,PC,5780,4.438,,12.7022,12.131,11.856,11.805,0.2907
443115574,2538.01,06:20:54.32,-07:17:56.18,PC,7340.8,4.09,3.5,10.597,10.155,10.068,10,0.123
201508515,2539.01,06:12:09.23,-30:47:16.55,PC,5799.4,4.11,1.38013,11.5606,10.883,10.556,10.511,1.161
201508515,2539.01,06:12:09.23,-30:47:16.55,PC,5799.4,4.11,1.38013,11.5606,10.883,10.556,10.511,1.167
201508515,2539.01,06:12:09.23,-30:47:16.55,PC,5799.4,4.11,1.38013,11.5606,10.883,10.556,10.511,1.1443
270604417,2543.01,09:06:23.26,03:34:03.61,CP,6349.8,4.11,1.866189956665,10.8165,10.28,10.052,10.01,0.0969
80711765,2549.01,08:07:55.85,-44:40:00.88,PC,8303,4.438,,11.732,11.27,11.228,11.18,0.9369
104986789,2578.01,04:32:12.5,52:15:09.56,PC,6427.8,4.35,1.2662999629974,10.5863,9.817,9.519,9.424,0.889
104986789,2578.01,04:32:12.5,52:15:09.56,PC,6427.8,4.35,1.2662999629974,10.5863,9.817,9.519,9.424,0.823
104986789,2578.01,04:32:12.5,52:15:09.56,PC,6427.8,4.35,1.2662999629974,10.5863,9.817,9.519,9.424,0.885
21279791,2582.01,18:29:10.03,48:03:35.78,PC,5238,,0.93,12.4848,11.711,11.304,11.233,0.263
21279791,2582.01,18:29:10.03,48:03:35.78,PC,5238,,0.93,12.4848,11.711,11.304,11.233,0.26
21279791,2582.01,18:29:10.03,48:03:35.78,PC,5238,,0.93,12.4848,11.711,11.304,11.233,0.209
21279791,2582.01,18:29:10.03,48:03:35.78,PC,5238,,0.93,12.4848,11.711,11.304,11.233,0.155
157698565,2589.01,07:09:57.16,-37:13:51.41,CP,5581,4.16,1.07,10.7211,10.071,9.693,9.632,0.6806
258983679,2593.01,07:00:53.65,08:05:44.42,PC,6514,3.88,2.19,10.3513,9.909,9.699,9.61,1.457
258983679,2593.01,07:00:53.65,08:05:44.42,PC,6514,3.88,2.19,10.3513,9.909,9.699,9.61,1.4391
258983679,2593.01,07:00:53.65,08:05:44.42,PC,6514,3.88,2.19,10.3513,9.909,9.699,9.61,1.431
258983679,2593.01,07:00:53.65,08:05:44.42,PC,6514,3.88,2.19,10.3513,9.909,9.699,9.61,1.173
220139435,2597.01,06:36:05.05,08:25:48.73,PC,7080,3.67,3.05,9.536,9.164,9.026,8.973,0.088
220139435,2597.01,06:36:05.05,08:25:48.73,PC,7080,3.67,3.05,9.536,9.164,9.026,8.973,0.089
